element,sp_num,obs_wl_vac(A),ritz_wl_vac(A),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,1,,11974.328,,2.89E+05,C+,99094.837,107446.036,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).8s,5S*,2,,T5713LS,,
O,4,,11978.9,,1.07E+06,B,581721,590069,2s.2p.(1P*).3d,2P*,1/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,,
O,4,,12010.6,,2.13E+06,B,581743,590069,2s.2p.(1P*).3d,2P*,3/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,,
O,3,,12196.04,,2.54E+04,C+,366595.76,374795.14,2s2.2p.(2P*).4p,3D,2,2s.2p2.(4P).3p,3D*,3,,T5376LS,,
O,2,,12217.04,,2.66E+06,C+,240330.01,248515.30,2s2.2p2.(3P).4s,2P,1/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,,
O,3,,12232.31,,3.39E+04,C+,366488.45,374663.52,2s2.2p.(2P*).4p,3D,1,2s.2p2.(4P).3p,3D*,2,,T5376LS,,
O,4,,12235.4,,1.48E+05,B,569036,577209,2s.2p.(3P*).4s,4P*,3/2,2p2.(3P).3s,4P,5/2,,T5109LS,,
O,1,,12270.115,,2.35E+05,C+,95476.728,103626.611,2s2.2p3.(4S*).4s,5S*,2,2s2.2p3.(4S*).5p,5P,3,,T5713LS,,
O,1,,12270.868,,2.35E+05,C+,95476.728,103626.111,2s2.2p3.(4S*).4s,5S*,2,2s2.2p3.(4S*).5p,5P,2,,T5713LS,,
O,1,,12271.405,,2.35E+05,C+,95476.728,103625.754,2s2.2p3.(4S*).4s,5S*,2,2s2.2p3.(4S*).5p,5P,1,,T5713LS,,
O,4,,12286.1,,3.2E+04,B,510569.7,518709,2s2.4d,2D,3/2,2s.2p.(1P*).3s,2P*,3/2,,T5109LS,,
O,4,,12292.7,,2.88E+05,B,510574.1,518709,2s2.4d,2D,5/2,2s.2p.(1P*).3s,2P*,3/2,,T5109LS,,
O,4,,12301.2,,3.19E+05,B,510569.7,518699,2s2.4d,2D,3/2,2s.2p.(1P*).3s,2P*,1/2,,T5109LS,,
O,2,,12351.17,,1.03E+07,C+,240330.01,248426.41,2s2.2p2.(3P).4s,2P,1/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,,
O,4,,12351.8,,1.99E+05,B,568901,576997,2s.2p.(3P*).4s,4P*,1/2,2p2.(3P).3s,4P,3/2,,T5109LS,,
O,3,,12362.99,,1.4E+06,C+,370329.18,378417.84,2s2.2p.(2P*).4p,3P,0,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,3,,12371.35,,1.64E+05,C+,366488.45,374571.64,2s2.2p.(2P*).4p,3D,1,2s.2p2.(4P).3p,3D*,1,,T5376LS,,
O,2,,12380.01,,1.18E+05,D,253792.40,261869.94,2s2.2p2.(1D).3d,2P,3/2,2s2.2p2.(3P).5p,2D*,5/2,,T5723LS,,
O,3,,12395.01,,1.51E+05,C+,366595.76,374663.52,2s2.2p.(2P*).4p,3D,2,2s.2p2.(4P).3p,3D*,2,,T5376LS,,
O,1,,12467.250,,4.96E+06,C+,97420.630,105441.645,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).5f,5F,5,,T5713LS,,
O,1,,12467.250,,8.27E+05,C+,97420.630,105441.645,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).5f,5F,4,,T5713LS,,
O,1,,12467.250,,7.09E+04,C+,97420.630,105441.645,2s2.2p3.(4S*).3d,5D*,4,2s2.2p3.(4S*).5f,5F,3,,T5713LS,,
O,1,12467.43,12467.384,490*,1.49E+06,C+,97420.716,105441.645,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).5f,5F,3,,T5713LS,L3760,
O,1,12467.43,12467.384,490*,1.98E+05,C+,97420.716,105441.645,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).5f,5F,2,,T5713LS,L3760,
O,1,12467.43,12467.384,490*,4.14E+06,C+,97420.716,105441.645,2s2.2p3.(4S*).3d,5D*,3,2s2.2p3.(4S*).5f,5F,4,,T5713LS,L3760,
O,1,,12467.575,,1.98E+06,C+,97420.839,105441.645,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).5f,5F,2,,T5713LS,,
O,1,,12467.575,,3.31E+05,C+,97420.839,105441.645,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).5f,5F,1,,T5713LS,,
O,1,,12467.575,,3.41E+06,C+,97420.839,105441.645,2s2.2p3.(4S*).3d,5D*,2,2s2.2p3.(4S*).5f,5F,3,,T5713LS,,
O,1,,12467.735,,2.78E+06,C+,97420.942,105441.645,2s2.2p3.(4S*).3d,5D*,1,2s2.2p3.(4S*).5f,5F,2,,T5713LS,,
O,1,,12467.735,,2.32E+06,C+,97420.942,105441.645,2s2.2p3.(4S*).3d,5D*,1,2s2.2p3.(4S*).5f,5F,1,,T5713LS,,
O,1,,12467.811,,2.32E+06,C+,97420.991,105441.645,2s2.2p3.(4S*).3d,5D*,0,2s2.2p3.(4S*).5f,5F,1,,T5713LS,,
O,3,,12473.74,,4.09E+06,C+,370418.32,378435.16,2s2.2p.(2P*).4p,3P,1,2s.2p2.(4P).3p,3P*,0,,T5376LS,,
O,3,,12500.75,,1.02E+06,C+,370418.32,378417.84,2s2.2p.(2P*).4p,3P,1,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,2,,12503.20,,1.24E+07,C+,240517.35,248515.30,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4p,2P*,3/2,,T5723LS,,
O,3,,12511.70,,1.88E+05,C+,366802.62,374795.14,2s2.2p.(2P*).4p,3D,3,2s.2p2.(4P).3p,3D*,3,,T5376LS,,
O,3,,12519.78,,1.01E+06,C+,370418.32,378405.68,2s2.2p.(2P*).4p,3P,1,2s.2p2.(4P).3p,3P*,2,,T5376LS,,
O,3,,12537.80,,5.25E+04,C+,366595.76,374571.64,2s2.2p.(2P*).4p,3D,2,2s.2p2.(4P).3p,3D*,1,,T5376LS,,
O,4,,12561.2,,6.06E+04,B,569036,576997,2s.2p.(3P*).4s,4P*,3/2,2p2.(3P).3s,4P,3/2,,T5109LS,,
O,1,,12573.324,,4.05E+06,C+,97488.378,105441.724,2s2.2p3.(4S*).3d,3D*,1,2s2.2p3.(4S*).5f,3F,2,,T5713LS,,
O,1,12573.48,12573.435,450*,7.52E+05,C+,97488.448,105441.724,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).5f,3F,2,,T5713LS,L3760,
O,1,12573.48,12573.435,450*,4.28E+06,C+,97488.448,105441.724,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).5f,3F,3,,T5713LS,L3760,
O,1,,12573.577,,5.37E+05,C+,97488.538,105441.724,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).5f,3F,3,,T5713LS,,
O,1,,12573.577,,4.82E+06,C+,97488.538,105441.724,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).5f,3F,4,,T5713LS,,
O,1,,12573.577,,2.12E+04,C+,97488.538,105441.724,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).5f,3F,2,,T5713LS,,
O,4,,12575.5,,7.55E+04,B,568901,576853,2s.2p.(3P*).4s,4P*,1/2,2p2.(3P).3s,4P,1/2,,T5109LS,,
O,4,,12616.7,,3.14E+05,B,569283,577209,2s.2p.(3P*).4s,4P*,5/2,2p2.(3P).3s,4P,5/2,,T5109LS,,
O,2,,12643.73,,4.81E+06,C+,240517.35,248426.41,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4p,2P*,1/2,,T5723LS,,
O,2,,12644.21,,9.24E+04,D,253789.99,261698.75,2s2.2p2.(1D).3d,2P,1/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,2,,12648.06,,1.85E+04,D,253792.40,261698.75,2s2.2p2.(1D).3d,2P,3/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,1,,12655.330,,1.76E+05,C+,99680.968,107582.777,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).7d,3D*,2,,T5713LS,,
O,1,,12655.330,,9.75E+04,C+,99680.968,107582.777,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).7d,3D*,1,,T5713LS,,
O,1,,12655.460,,6.5E+03,C,99681.049,107582.777,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).7d,3D*,1,,T5713LS,,
O,1,,12655.460,,2.34E+05,C+,99681.049,107582.777,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).7d,3D*,3,,T5713LS,,
O,1,,12655.460,,5.85E+04,C+,99681.049,107582.777,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).7d,3D*,2,,T5713LS,,
O,1,,12655.876,,1.3E+05,C+,99681.309,107582.777,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(4S*).7d,3D*,1,,T5713LS,,
O,3,,12672.10,,1.62E+06,C+,370526.49,378417.84,2s2.2p.(2P*).4p,3P,2,2s.2p2.(4P).3p,3P*,1,,T5376LS,,
O,2,,12678.51,,5.02E+05,D,248010.23,255897.59,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(3P).4d,2D,5/2,,T5723LS,,
O,3,,12691.66,,2.91E+06,C+,370526.49,378405.68,2s2.2p.(2P*).4p,3P,2,2s.2p2.(4P).3p,3P*,2,,T5376LS,,
O,3,,12721.19,,3.14E+04,C+,366802.62,374663.52,2s2.2p.(2P*).4p,3D,3,2s.2p2.(4P).3p,3D*,2,,T5376LS,,
O,2,,12767.02,,6.63E+06,D,248010.23,255842.91,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(3P).4d,2D,3/2,,T5723LS,,
O,4,,12792.6,,3.59E+05,B,569036,576853,2s.2p.(3P*).4s,4P*,3/2,2p2.(3P).3s,4P,1/2,,T5109LS,,
O,1,,12793.849,,1.77E+05,C+,99680.968,107497.224,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).8s,3S*,1,,T5713LS,,
O,1,,12793.982,,2.95E+05,C+,99681.049,107497.224,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).8s,3S*,1,,T5713LS,,
O,1,,12794.407,,5.89E+04,C+,99681.309,107497.224,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(4S*).8s,3S*,1,,T5713LS,,
O,4,,12820.5,,5.41E+06,B,590069,597869,2s.2p.(3P*).4p,2S,1/2,2s.2p.(3P*).4d,2P*,1/2,,T5109LS,,
O,4,,12963.4,,1.86E+05,B,569283,576997,2s.2p.(3P*).4s,4P*,5/2,2p2.(3P).3s,4P,3/2,,T5109LS,,
O,2,,12968.57,,6.56E+06,D,248186.64,255897.59,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(3P).4d,2D,5/2,,T5723LS,,
O,1,12994.32,,120,,,,,,,,,,,,,L3760,
O,3,,12994.9,,1.8E+07,C+,394197.9,401893.2,2s.2p2.(2D).3s,3D,3,2s2.2p.(2P*).5d,3F*,4,,T5376LS,,
O,2,,13020.46,,1.5E+07,C+,240330.01,248010.23,2s2.2p2.(3P).4s,2P,1/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,,
O,2,,13039.02,,1.79E+07,C+,240517.35,248186.64,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4p,2D*,5/2,,T5723LS,,
O,1,,13057.343,,8.65E+05,C+,99092.968,106751.494,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).6d,5D*,0,,T5713LS,,
O,1,,13057.355,,6.49E+05,C+,99092.968,106751.487,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).6d,5D*,1,,T5713LS,,
O,1,,13057.377,,3.03E+05,C+,99092.968,106751.474,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).6d,5D*,2,,T5713LS,,
O,1,,13058.502,,2.16E+05,C+,99093.641,106751.487,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).6d,5D*,1,,T5713LS,,
O,1,,13058.525,,5.05E+05,C+,99093.641,106751.474,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).6d,5D*,2,,T5713LS,,
O,1,,13058.552,,5.77E+05,C+,99093.641,106751.458,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).6d,5D*,3,,T5713LS,,
O,1,,13060.564,,5.77E+04,C+,99094.837,106751.474,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).6d,5D*,2,,T5713LS,,
O,1,,13060.592,,2.88E+05,C+,99094.837,106751.458,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).6d,5D*,3,,T5713LS,,
O,1,,13060.610,,8.65E+05,C+,99094.837,106751.447,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).6d,5D*,4,,T5713LS,,
O,2,,13061.19,,6.88E+05,D,248186.64,255842.91,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(3P).4d,2D,3/2,,T5723LS,,
O,4,,13070.2,,5.11E+06,B,590069,597720,2s.2p.(3P*).4p,2S,1/2,2s.2p.(3P*).4d,2P*,3/2,,T5109LS,,
O,1,,13080.097,,2.86E+05,C+,96225.049,103870.252,2s2.2p3.(4S*).4s,3S*,1,2s2.2p3.(4S*).5p,3P,0,,T5713LS,,
O,1,13080.49,13080.481,160,2.86E+05,C+,96225.049,103870.028,2s2.2p3.(4S*).4s,3S*,1,2s2.2p3.(4S*).5p,3P,1,,T5713LS,L3760,
O,1,,13080.583,,2.86E+05,C+,96225.049,103869.968,2s2.2p3.(4S*).4s,3S*,1,2s2.2p3.(4S*).5p,3P,2,,T5713LS,,
O,3,,13160.8,,1.54E+07,C+,394127.3,401725.6,2s.2p2.(2D).3s,3D,2,2s2.2p.(2P*).5d,3F*,3,,T5376LS,,
O,1,13167.49,13167.490,700,7.14E+06,B+,88630.587,96225.049,2s2.2p3.(4S*).3p,3P,1,2s2.2p3.(4S*).4s,3S*,1,,"T5803,LS",L3760,
O,1,13168.45,13168.459,750,1.19E+07,B+,88631.146,96225.049,2s2.2p3.(4S*).3p,3P,2,2s2.2p3.(4S*).4s,3S*,1,,"T5803,LS",L3760,
O,1,13168.71,13168.731,640,2.38E+06,B+,88631.303,96225.049,2s2.2p3.(4S*).3p,3P,0,2s2.2p3.(4S*).4s,3S*,1,,"T5803,LS",L3760,
O,3,,13284.3,,1.88E+06,C+,394197.9,401725.6,2s.2p2.(2D).3s,3D,3,2s2.2p.(2P*).5d,3F*,3,,T5376LS,,
O,2,,13346.00,,2.79E+06,C+,240517.35,248010.23,2s2.2p2.(3P).4s,2P,3/2,2s2.2p2.(3P).4p,2D*,3/2,,T5723LS,,
O,1,,13418.521,,2.08E+05,C+,99092.968,106545.354,2s2.2p3.(4S*).4p,5P,1,2s2.2p3.(4S*).7s,5S*,2,,T5713LS,,
O,1,,13419.733,,3.46E+05,C+,99093.641,106545.354,2s2.2p3.(4S*).4p,5P,2,2s2.2p3.(4S*).7s,5S*,2,,T5713LS,,
O,1,,13421.887,,4.84E+05,C+,99094.837,106545.354,2s2.2p3.(4S*).4p,5P,3,2s2.2p3.(4S*).7s,5S*,2,,T5713LS,,
O,3,,13440.1,,1.37E+07,C+,394079.4,401519.8,2s.2p2.(2D).3s,3D,1,2s2.2p.(2P*).5d,3F*,2,,T5376LS,,
O,2,,13483.45,,1.59E+07,D,248426.41,255842.91,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(3P).4d,2D,3/2,,T5723LS,,
O,3,,13527.2,,2.49E+06,C+,394127.3,401519.8,2s.2p2.(2D).3s,3D,2,2s2.2p.(2P*).5d,3F*,2,,T5376LS,,
O,2,,13545.93,,1.88E+07,D,248515.30,255897.59,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(3P).4d,2D,5/2,,T5723LS,,
O,2,,13647.01,,3.06E+06,D,248515.30,255842.91,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(3P).4d,2D,3/2,,T5723LS,,
O,3,,13657.7,,6.83E+04,C+,394197.9,401519.8,2s.2p2.(2D).3s,3D,3,2s2.2p.(2P*).5d,3F*,2,,T5376LS,,
O,2,,13713.88,,2.28E+07,D,248010.23,255302.11,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(3P).4d,2F,5/2,,T5723LS,,
O,2,,13737.28,,2.43E+07,D,248186.64,255466.10,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(3P).4d,2F,7/2,,T5723LS,,
O,3,,13768.21,,4.96E+04,C+,363263.38,370526.49,2s.2p2.(4P).3p,3S*,1,2s2.2p.(2P*).4p,3P,2,,T5376LS,,
O,2,,13777.92,,1.69E+05,B,206971.68,214229.671,2s2.2p2.(1D).3s,2D,5/2,2s2.2p2.(3P).3p,2P*,3/2,,T6172n,,
O,2,,13779.89,,2.07E+04,C+,206972.72,214229.671,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(3P).3p,2P*,3/2,,T6172n,,
O,2,,13894.29,,1.85E+05,B,206972.72,214169.920,2s2.2p2.(1D).3s,2D,3/2,2s2.2p2.(3P).3p,2P*,1/2,,T6172n,,
O,2,,13895.86,,1.8E+05,D,248426.41,255622.80,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(1D).3d,2S,1/2,,T5723LS,,
O,2,,13909.68,,6.15E+06,C+,238627.46,245816.70,2s2.2p2.(3P).4s,4P,1/2,2s2.2p2.(3P).4p,4D*,3/2,,T5723LS,,
O,2,,13945.88,,1.03E+07,C+,238732.65,245903.224,2s2.2p2.(3P).4s,4P,3/2,2s2.2p2.(3P).4p,4D*,5/2,,T5723LS,,
O,3,,13976.36,,4.74E+04,C+,363263.38,370418.32,2s.2p2.(4P).3p,3S*,1,2s2.2p.(2P*).4p,3P,1,,T5376LS,,
O,2,,14003.82,,1.21E+07,C+,238627.46,245768.37,2s2.2p2.(3P).4s,4P,1/2,2s2.2p2.(3P).4p,4D*,1/2,,T5723LS,,
O,2,,14014.76,,1.44E+07,C+,238893.96,246029.295,2s2.2p2.(3P).4s,4P,5/2,2s2.2p2.(3P).4p,4D*,7/2,,T5723LS,,
O,2,,14053.89,,1.52E+06,D,248186.64,255302.11,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(3P).4d,2F,5/2,,T5723LS,,
O,2,,14069.64,,3.47E+05,D,248515.30,255622.80,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(1D).3d,2S,1/2,,T5723LS,,
O,1,,14114.655,,3.49E+05,C+,99680.968,106765.803,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).6d,3D*,2,,T5713LS,,
O,1,,14114.655,,1.94E+05,C+,99680.968,106765.803,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).6d,3D*,1,,T5713LS,,
O,1,,14114.816,,1.29E+04,C+,99681.049,106765.803,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).6d,3D*,1,,T5713LS,,
O,1,,14114.816,,4.65E+05,C+,99681.049,106765.803,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).6d,3D*,3,,T5713LS,,
O,1,,14114.816,,1.16E+05,C+,99681.049,106765.803,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).6d,3D*,2,,T5713LS,,
O,1,,14115.334,,2.58E+05,C+,99681.309,106765.803,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(4S*).6d,3D*,1,,T5713LS,,
O,2,,14116.22,,7.54E+06,C+,238732.65,245816.70,2s2.2p2.(3P).4s,4P,3/2,2s2.2p2.(3P).4p,4D*,3/2,,T5723LS,,
O,3,,14152.68,,4.56E+04,C+,363263.38,370329.18,2s.2p2.(4P).3p,3S*,1,2s2.2p.(2P*).4p,3P,0,,T5376LS,,
O,3,,14168.60,,8.83E+06,B,358668.90,365726.76,2s2.2p.(2P*).4s,1P*,1,2s2.2p.(2P*).4p,1P,1,,T5376,,
O,2,,14213.19,,2.31E+06,C,238732.65,245768.37,2s2.2p2.(3P).4s,4P,3/2,2s2.2p2.(3P).4p,4D*,1/2,,T5723LS,,
O,2,,14266.83,,4.11E+06,C+,238893.96,245903.224,2s2.2p2.(3P).4s,4P,5/2,2s2.2p2.(3P).4p,4D*,5/2,,T5723LS,,
O,3,,14300.91,,2.02E+05,C+,350124.45,357117.01,2s.2p2.(4P).3s,3P,1,2s2.2p.(2P*).4s,3P*,2,,T5376LS,,
O,1,,14394.773,,2.96E+05,C+,99680.968,106627.934,2s2.2p3.(4S*).4p,3P,1,2s2.2p3.(4S*).7s,3S*,1,,T5713LS,,
O,1,,14394.941,,4.93E+05,C+,99681.049,106627.934,2s2.2p3.(4S*).4p,3P,2,2s2.2p3.(4S*).7s,3S*,1,,T5713LS,,
O,1,,14395.480,,9.86E+04,C+,99681.309,106627.934,2s2.2p3.(4S*).4p,3P,0,2s2.2p3.(4S*).7s,3S*,1,,T5713LS,,
O,2,,14445.15,,6.59E+05,C,238893.96,245816.70,2s2.2p2.(3P).4s,4P,5/2,2s2.2p2.(3P).4p,4D*,3/2,,T5723LS,,
O,2,,14586.79,,7.58E+06,D,248426.41,255281.93,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(3P).4d,2P,1/2,,T5723LS,,
O,3,,14661.70,,2.5E+05,C+,350024.49,356844.98,2s.2p2.(4P).3s,3P,0,2s2.2p.(2P*).4s,3P*,1,,T5376LS,,
O,3,,14665.70,,5.63E+05,C+,350298.38,357117.01,2s.2p2.(4P).3s,3P,2,2s2.2p.(2P*).4s,3P*,2,,T5376LS,,
O,3,,14739.24,,2.5E+06,B,370902.22,377686.83,2s2.2p.(2P*).4p,1D,2,2s2.2p.(2P*).4d,1D*,2,,T5376,,
O,2,,14778.41,,3.65E+06,D,248515.30,255281.93,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(3P).4d,2P,1/2,,T5723LS,,
O,2,,14821.03,,1.81E+06,D,248426.41,255173.58,2s2.2p2.(3P).4p,2P*,1/2,2s2.2p2.(3P).4d,2P,3/2,,T5723LS,,
O,3,,14879.78,,1.8E+05,C+,350124.45,356844.98,2s.2p2.(4P).3s,3P,1,2s2.2p.(2P*).4s,3P*,1,,T5376LS,,
O,2,,14933.49,,8.55E+04,D,255173.58,261869.94,2s2.2p2.(3P).4d,2P,3/2,2s2.2p2.(3P).5p,2D*,5/2,,T5723LS,,
O,2,,15018.89,,8.68E+06,D,248515.30,255173.58,2s2.2p2.(3P).4p,2P*,3/2,2s2.2p2.(3P).4d,2P,3/2,,T5723LS,,
O,3,,15124.36,,6.85E+05,C+,350124.45,356736.30,2s.2p2.(4P).3s,3P,1,2s2.2p.(2P*).4s,3P*,0,,T5376LS,,
O,2,,15225.73,,1.24E+06,D,255302.11,261869.94,2s2.2p2.(3P).4d,2F,5/2,2s2.2p2.(3P).5p,2D*,5/2,,T5723LS,,
O,3,,15275.10,,2.77E+05,C+,350298.38,356844.98,2s.2p2.(4P).3s,3P,2,2s2.2p.(2P*).4s,3P*,1,,T5376LS,,
O,4,,15288.2,,7.47E+03,B,575202,581743,2s.2p.(3P*).4p,2P,1/2,2s.2p.(1P*).3d,2P*,3/2,,T5109LS,,
O,2,,15325.27,,1.32E+04,D,255173.58,261698.75,2s2.2p2.(3P).4d,2P,3/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,4,,15339.8,,2.96E+04,B,575202,581721,2s.2p.(3P*).4p,2P,1/2,2s.2p.(1P*).3d,2P*,1/2,,T5109LS,,
O,4,,15434.5,,7.5E+03,B,593627,600106,2s.2p.(3P*).4d,2D*,3/2,2p2.(1D).3s,2D,5/2,,T5109LS,,
O,4,,15467.9,,1.01E+05,B,593627,600092,2s.2p.(3P*).4d,2D*,3/2,2p2.(1D).3s,2D,3/2,,T5109LS,,
O,1,,15480.499,,6.82E+01,D,101135.407,107595.147,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).7f,3F,2,,T5713LS,,
O,1,,15480.499,,1.55E+04,C+,101135.407,107595.147,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).7f,3F,4,,T5713LS,,
O,1,,15480.499,,1.73E+03,C,101135.407,107595.147,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(4S*).7f,3F,3,,T5713LS,,
O,1,,15509.596,,1.37E+04,C+,101147.526,107595.147,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(4S*).7f,3F,3,,T5713LS,,
O,1,,15509.596,,2.4E+03,C,101147.526,107595.147,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(4S*).7f,3F,2,,T5713LS,,
O,1,,15528.613,,1.29E+04,C+,101155.422,107595.147,2s2.2p3.(2D*).3s,3D*,1,2s2.2p3.(4S*).7f,3F,2,,T5713LS,,
O,2,,15584.04,,6.27E+04,D,255281.93,261698.75,2s2.2p2.(3P).4d,2P,1/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,2,,15615.63,,1.03E+07,D,255466.10,261869.94,2s2.2p2.(3P).4d,2F,7/2,2s2.2p2.(3P).5p,2D*,5/2,,T5723LS,,
O,4,,15629.9,,1.01E+05,B,593708,600106,2s.2p.(3P*).4d,2D*,5/2,2p2.(1D).3s,2D,5/2,,T5109LS,,
O,2,,15633.21,,8.58E+06,D,255302.11,261698.75,2s2.2p2.(3P).4d,2F,5/2,2s2.2p2.(3P).5p,2D*,3/2,,T5723LS,,
O,4,,15664.2,,1.08E+04,B,593708,600092,2s.2p.(3P*).4d,2D*,5/2,2p2.(1D).3s,2D,3/2,,T5109LS,,
O,1,,15669.379,,1.83E+05,C+,97488.378,103870.252,2s2.2p3.(4S*).3d,3D*,1,2s2.2p3.(4S*).5p,3P,0,,T5713LS,,
O,1,,15669.929,,4.57E+04,C+,97488.378,103870.028,2s2.2p3.(4S*).3d,3D*,1,2s2.2p3.(4S*).5p,3P,1,,T5713LS,,
O,1,,15670.076,,1.83E+03,C,97488.378,103869.968,2s2.2p3.(4S*).3d,3D*,1,2s2.2p3.(4S*).5p,3P,2,,T5713LS,,
O,1,,15670.101,,1.37E+05,C+,97488.448,103870.028,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).5p,3P,1,,T5713LS,,
O,1,,15670.248,,2.74E+04,C+,97488.448,103869.968,2s2.2p3.(4S*).3d,3D*,2,2s2.2p3.(4S*).5p,3P,2,,T5713LS,,
O,1,,15670.469,,1.54E+05,C+,97488.538,103869.968,2s2.2p3.(4S*).3d,3D*,3,2s2.2p3.(4S*).5p,3P,2,,T5713LS,,
O,4,,15703.5,,3.45E+04,B,575375,581743,2s.2p.(3P*).4p,2P,3/2,2s.2p.(1P*).3d,2P*,3/2,,T5109LS,,
O,4,,15758.0,,1.36E+04,B,575375,581721,2s.2p.(3P*).4p,2P,3/2,2s.2p.(1P*).3d,2P*,1/2,,T5109LS,,
O,2,,15870.90,,1.69E+04,D,252987.23,259288.07,2s2.2p2.(1S).3p,2P*,1/2,2s2.2p2.(1D).4s,2D,3/2,,T5723LS,,
O,2,,15886.43,,3.37E+03,D,252993.39,259288.07,2s2.2p2.(1S).3p,2P*,3/2,2s2.2p2.(1D).4s,2D,3/2,,T5723LS,,
O,2,,15887.59,,2.02E+04,D,252993.39,259287.61,2s2.2p2.(1S).3p,2P*,3/2,2s2.2p2.(1D).4s,2D,5/2,,T5723LS,,
