element,sp_num,obs_wl_vac(A),unc_obs_wl,ritz_wl_vac(A),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,23,8.664,0.010,8.664,0.004,,,,1071700,12614000,1s2.2p2,3P,2,1s2.2p.4d,3P*,2,,,L4776,
Fe,23,8.672,0.010,8.672,0.004,,6.1E+12,D,1071700,12603000,1s2.2p2,3P,2,1s2.2p.4d,3D*,3,,T3348,L4776,
Fe,23,8.672,0.010,8.672,0.004,,6.8E+12,D,956100,12488000,1s2.2p2,3P,0,1s2.2p.4d,3D*,1,,T3348,L4776,
Fe,22,8.715,0.010,8.7154,0.0015,,,,0,11474000,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2D,3/2,,,L6738,
Fe,22,8.722,0.010,8.7222,0.0015,,,,0,11465000,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2P,1/2,,,L6738,
Fe,23,8.731,0.010,8.731,0.004,,,,1027200,12480000,1s2.2p2,3P,1,1s2.2p.4d,3D*,2,,,L4776,
Fe,23,8.752,0.010,8.751,0.004,,1.2E+13,D,1204200,12631000,1s2.2p2,1D,2,1s2.2p.4d,1F*,3,,T3348,L4776,
Fe,23,8.763,0.010,8.762,0.004,,4.6E+12,D,1071700,12484000,1s2.2p2,3P,2,1s2.2p.4d,3F*,3,,T3348,L4776,
Fe,23,8.815,0.010,8.814,0.004,,6.2E+12,C,752410,12098000,1s2.2s.2p,1P*,1,1s2.2s.4d,1D,2,,T4966,L6738,
Fe,21,,,8.855,0.010,,1.6E+11,E,371980,11665000,2s2.2p2,1S,0,2s2.2p.5d,3D*,1,,T5298,L11926,
Fe,23,8.906,0.010,8.906,0.004,,9.3E+11,D,752410,11981000,1s2.2s.2p,1P*,1,1s2.2s.4s,1S,0,,T5298,L6738,
Fe,22,8.960,0.010,8.960,0.003,,3.8E+12,D,736310,11897000,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2F*,5/2,,T3348,L4776,
Fe,22,8.976,0.010,8.98,0.03,,4.6E+12,D,0,11140000,2s2.2p,2P*,1/2,2s2.4d,2D,3/2,,T3806,L6738,
Fe,22,8.977,0.010,8.976,0.003,,2.5E+12,D,759210,11900000,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2F*,7/2,,T3348,L4776,
Fe,22,8.992,0.010,8.992,0.003,,4.9E+12,D,404550,11526000,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4D*,3/2,,T3348,L4776,
Fe,22,9.006,0.010,9.005,0.003,,5.7E+12,D,513260,11618000,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,7/2,,T3348,L4776,
Fe,22,9.006,0.010,9.005,0.003,,5.3E+12,D,513260,11618000,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,5/2,,T3348,L4776,
Fe,22,9.06,0.10,9.05,0.03,,1.9E+11,E,0,11050000,2s2.2p,2P*,1/2,2s2.4s,2S,1/2,,T3806,L4409,
Fe,22,9.065,0.010,9.065,0.003,,3.5E+12,D,460190,11492000,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4F*,5/2,,T3348,L4776,
Fe,20,9.065,0.010,9.0654,0.0025,,,,0,11031000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5d,4D,5/2,,,L4776,
Fe,22,9.073,0.010,9.07,0.03,,5.5E+12,D,118266,11140000,2s2.2p,2P*,3/2,2s2.4d,2D,5/2,,T3806,L6738,
Fe,22,9.073,0.010,9.07,0.03,,9.8E+11,D,118266,11140000,2s2.2p,2P*,3/2,2s2.4d,2D,3/2,,T3806,L6738,
Fe,20,9.073,0.010,9.0733,0.0025,,,,138620,11160000,2s2.2p3,2D*,3/2,2s2.2p2.(1D).5d,2D,3/2,,,L4776,
Fe,20,9.110,0.010,9.1100,0.0025,,,,0,10977000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5d,4F,5/2,,,L4776,
Fe,20,9.110,0.010,9.1101,0.0025,,,,176130,11153000,2s2.2p3,2D*,5/2,2s2.2p2.(1D).5d,2G,7/2,,,L4776,
Fe,20,9.110,0.010,9.1101,0.0025,,,,176130,11153000,2s2.2p3,2D*,5/2,2s2.2p2.(1D).5d,2D,5/2,,,L4776,
Fe,22,9.14,0.10,9.15,0.03,,5.5E+11,E,118266,11050000,2s2.2p,2P*,3/2,2s2.4s,2S,1/2,,T3806,L4409,
Fe,22,9.163,0.010,9.163,0.003,,6.9E+12,D,992320,11906000,2s.2p2,2P,3/2,2s.2p.(1P*).4d,2D*,5/2,,T3348,L4776,
Fe,20,9.163,0.010,9.163,0.003,,,,0,10913000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).5d,4P,5/2,,,L4776,
Fe,22,9.183,0.010,9.183,0.003,,8.3E+12,D,759210,11649000,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2F*,7/2,,T3348,L4776,
Fe,20,9.199,0.010,9.199,0.003,,,,176130,11047000,2s2.2p3,2D*,5/2,2s2.2p2.(3P).5d,2F,7/2,,,L4776,
Fe,20,9.208,0.010,9.209,0.003,,,,138620,10998000,2s2.2p3,2D*,3/2,2s2.2p2.(3P).5d,2F,5/2,,,L4776,
Fe,20,9.208,0.010,9.208,0.003,,,,176130,11036000,2s2.2p3,2D*,5/2,2s2.2p2.(3P).5d,2D,5/2,,,L4776,
Fe,19,9.21,0.10,9.21,0.03,,,,168852,11030000,2s2.2p4,1D,2,2s2.2p3.(2D*).6d,1F*,3,,,L4409,
Fe,22,9.215,0.010,9.215,0.003,,2.7E+12,D,759210,11611000,2s.2p2,2D,5/2,2s.2p.(3P*).4d,2D*,5/2,,T3348,L4776,
Fe,20,9.220,0.010,9.220,0.003,,,,323340,11169000,2s2.2p3,2P*,3/2,2s2.2p2.(1D).5d,2F,5/2,,,L4776,
Fe,20,9.220,0.010,9.220,0.003,,,,323340,11169000,2s2.2p3,2P*,3/2,2s2.2p2.(1D).5d,2P,3/2,,,L4776,
Fe,22,9.241,0.010,9.241,0.003,,5.1E+12,D,736310,11558000,2s.2p2,2D,3/2,2s.2p.(3P*).4d,2F*,5/2,,T3348,L4776,
Fe,19,9.34,0.10,9.34,0.03,,,,0,10710000,2s2.2p4,3P,2,2s2.2p3.(4S*).6d,3D*,3,,,L4409,
Fe,19,9.36,0.10,9.36,0.03,,,,75250,10760000,2s2.2p4,3P,0,2s2.2p3.(2P*).6d,3D*,1,,,L4409,
Fe,21,9.421,0.010,9.421,0.005,,3.3E+12,D,73851,10688000,2s2.2p2,3P,1,2s2.2p.4d,3P*,1,,T3664,L4776,
Fe,21,9.433,0.010,9.433,0.005,,1.7E+12,E,73851,10675000,2s2.2p2,3P,1,2s2.2p.4d,1D*,2,,T3664,L4776,
Fe,19,9.44,0.10,9.44,0.03,,,,89441,10680000,2s2.2p4,3P,1,2s2.2p3.(4S*).6d,5D*,2,,,L4409,
Fe,21,,,9.4602,0.0010,,1.5E+12,D,117354,10688000,2s2.2p2,3P,2,2s2.2p.4d,3P*,1,,T3664,,
Fe,21,,,9.4718,0.0010,,6.1E+11,E,117354,10675000,2s2.2p2,3P,2,2s2.2p.4d,1D*,2,,T3664,,
Fe,21,9.476,0.010,9.476,0.005,,5.2E+12,D,0,10553000,2s2.2p2,3P,0,2s2.2p.4d,3D*,1,,T3664,L6738,
Fe,21,9.482,0.010,9.482,0.005,,4.9E+12,D,117354,10664000,2s2.2p2,3P,2,2s2.2p.4d,3D*,3,,T3664,L6738,
Fe,21,9.518,0.010,9.518,0.005,,,,73851,10580000,2s2.2p2,3P,1,2s2.2p.4d,3P*,2,,,L4776,
Fe,19,9.52,0.10,9.52,0.03,,,,0,10500000,2s2.2p4,3P,2,2s2.2p3.(2P*).5d,3D*,3,,,L4409,
Fe,26,,,9.536097,0.000010,,1.08E+13,A,-56075900,-66562370,2s,2S,1/2,3p,2P*,3/2,,T7228extrap,L11926,
Fe,21,9.542,0.010,9.543,0.005,,8.1E+11,D,73851,10553000,2s2.2p2,3P,1,2s2.2p.4d,3D*,1,,T3664,L6738,
Fe,21,9.548,0.010,9.548,0.005,,,,73851,10547000,2s2.2p2,3P,1,2s2.2p.4d,3D*,2,,,L6738,
Fe,21,,,9.5974,0.0010,,1.7E+11,E,244561,10664000,2s2.2p2,1D,2,2s2.2p.4d,3D*,3,,T3664,,
Fe,21,,,9.5754,0.0010,,3.9E+11,E,244561,10688000,2s2.2p2,1D,2,2s2.2p.4d,3P*,1,,T3664,,
Fe,21,9.581,0.010,9.582,0.006,,8.9E+12,D,244561,10681000,2s2.2p2,1D,2,2s2.2p.4d,1F*,3,,T3664,L4776,
Fe,21,9.587,0.010,9.587,0.006,,3.2E+12,E,117354,10548000,2s2.2p2,3P,2,2s2.2p.4d,3F*,3,,T3664,L6738,
Fe,21,,,9.5873,0.0010,,1E+12,D,244561,10675000,2s2.2p2,1D,2,2s2.2p.4d,1D*,2,,T3664,,
Fe,19,9.61,0.10,9.61,0.03,,,,89441,10500000,2s2.2p4,3P,1,2s2.2p3.(2P*).5d,3P*,1,,,L4409,
Fe,21,9.632,0.010,9.634,0.006,,1.2E+11,E,0,10380000,2s2.2p2,3P,0,2s2.2p.4s,3P*,1,,T5298,L6738,
Fe,19,9.64,0.10,9.64,0.03,,,,75250,10450000,2s2.2p4,3P,0,2s2.2p3.(2P*).5d,3D*,1,,,L4409,
Fe,26,,,9.674501,0.000010,,2.98E+13,A,-56242450,-66578900,2p,2P*,3/2,3d,2D,5/2,,T7228extrap,L11926,
Fe,19,9.68,0.10,9.68,0.03,,,,0,10330000,2s2.2p4,3P,2,2s2.2p3.(2D*).5d,3D*,3,,,L4409,
Fe,19,9.68,0.10,9.68,0.03,,,,0,10330000,2s2.2p4,3P,2,2s2.2p3.(2D*).5d,3D*,2,,,L4409,
Fe,19,9.68,0.10,9.68,0.03,,,,168852,10500000,2s2.2p4,1D,2,2s2.2p3.(2P*).5d,1F*,3,,,L4409,
Fe,21,,,9.6937,0.0010,,5E+10,E,371980,10688000,2s2.2p2,1S,0,2s2.2p.4d,3P*,1,,T3664,,
Fe,21,,,9.7055,0.0010,,4E+11,E,244561,10548000,2s2.2p2,1D,2,2s2.2p.4d,3F*,3,,T3664,,
Fe,21,,,9.744,0.010,,2.3E+11,E,117354,10380000,2s2.2p2,3P,2,2s2.2p.4s,3P*,1,,T5298,L11926,
Fe,19,9.78,0.10,9.77,0.03,,,,89441,10330000,2s2.2p4,3P,1,2s2.2p3.(2D*).5d,3D*,2,,,L4409,
Fe,21,,,9.8222,0.0010,,2.2E+11,E,371980,10553000,2s2.2p2,1S,0,2s2.2p.4d,3D*,1,,T3664,,
Fe,19,9.81,0.10,9.81,0.03,,,,0,10190000,2s2.2p4,3P,2,2s2.2p3.(4S*).5d,3D*,3,,,L4409,
Fe,19,9.81,0.10,9.81,0.03,,,,168852,10360000,2s2.2p4,1D,2,2s2.2p3.(2D*).5d,1D*,2,,,L4409,
Fe,19,9.81,0.10,9.78,0.03,,,,168852,10390000,2s2.2p4,1D,2,2s2.2p3.(2D*).5d,1F*,3,,,L4409,
Fe,19,9.82,0.10,9.82,0.03,,,,325140,10510000,2s2.2p4,1S,0,2s2.2p3.(2P*).5d,1P*,1,,,L4409,
Fe,18,9.98,0.10,9.983,0.005,,,,102579,10120000,2s2.2p5,2P*,1/2,2s2.2p4.(1D).6d,2P,1/2,,,L4409,
Fe,18,9.98,0.10,9.983,0.005,,,,102579,10120000,2s2.2p5,2P*,1/2,2s2.2p4.(1D).6d,2D,3/2,,,L4409,
Fe,20,9.991,0.010,9.991,0.003,,,,0,10009000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,1/2,,,L19066,
Fe,20,9.991,0.010,9.991,0.003,,,,0,10009000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,3/2,,,L19066,
Fe,20,9.991,0.010,9.991,0.003,,,,260270,10269000,2s2.2p3,2P*,1/2,2s2.2p2.(1S).4d,2D,3/2,,,L19066,
Fe,20,10.008,0.010,10.009,0.003,,,,138620,10130000,2s2.2p3,2D*,3/2,2s2.2p2.(1D).4d,2D,3/2,,,L19066,
Fe,20,10.008,0.010,10.008,0.003,,,,0,9992000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4D,5/2,,,L19066,
Fe,18,10.03,0.10,10.030,0.005,,,,0,9970000,2s2.2p5,2P*,3/2,2s2.2p4.(3P).6d,2D,5/2,,,L4409,
Fe,20,10.034,0.010,10.034,0.003,,,,176130,10142000,2s2.2p3,2D*,5/2,2s2.2p2.(1D).4d,2D,5/2,,,L19066,
Fe,20,10.034,0.010,10.034,0.003,,,,176130,10142000,2s2.2p3,2D*,5/2,2s2.2p2.(1D).4d,2G,7/2,,,L19066,
Fe,20,10.034,0.010,10.034,0.003,,,,323340,10289000,2s2.2p3,2P*,3/2,2s2.2p2.(1S).4d,2D,5/2,,,L19066,
Fe,25,,,10.037,0.010,,8.08E+12,B,[53527760],[63490700],1s.2s,3S,1,1s.3p,3P*,1,,T3221,,
Fe,20,10.058,0.010,10.058,0.003,,,,0,9942000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4F,5/2,,,L19066,
Fe,20,10.121,0.010,10.121,0.003,,,,138620,10019000,2s2.2p3,2D*,3/2,2s2.2p2.(3P).4d,2D,5/2,,,L19066,
Fe,20,10.121,0.010,10.121,0.003,,,,0,9880000,2s2.2p3,4S*,3/2,2s2.2p2.(3P).4d,4P,5/2,,,L19066,
Fe,17,10.123,0.003,10.124,0.004,2,,,0,9878000,2s2.2p6,1S,0,2s.2p6.5p,3P*,1,,,L4008,
Fe,17,10.123,0.003,10.124,0.004,2,,,0,9878000,2s2.2p6,1S,0,2s.2p6.5p,1P*,1,,,L4008,
Fe,20,10.159,0.010,10.160,0.003,,,,176130,10019000,2s2.2p3,2D*,5/2,2s2.2p2.(3P).4d,2F,7/2,,,L19066,
Fe,20,10.159,0.010,10.160,0.003,,,,176130,10019000,2s2.2p3,2D*,5/2,2s2.2p2.(3P).4d,2D,5/2,,,L19066,
Fe,20,10.177,0.010,10.177,0.003,,,,323340,10149000,2s2.2p3,2P*,3/2,2s2.2p2.(1D).4d,2F,5/2,,,L19066,
Fe,20,10.177,0.010,10.177,0.003,,,,323340,10149000,2s2.2p3,2P*,3/2,2s2.2p2.(1D).4d,2P,3/2,,,L19066,
Fe,20,10.177,0.010,10.178,0.003,,,,138620,9964000,2s2.2p3,2D*,3/2,2s2.2p2.(3P).4d,2F,5/2,,,L19066,
Fe,25,,,10.204,0.010,,,,[53761280],[63561300],1s.2p,3P*,0,1s.3d,3D,1,,,L11926,
Fe,17,10.221,0.003,10.221,0.004,1,,,0,9784000,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).8d,2[3/2]*,1,,,L4008,
Fe,25,,,10.220,0.010,,7.75E+12,B,[53781230],[63565800],1s.2s,1S,0,1s.3p,1P*,1,,T3221,,
Fe,25,,,10.221,0.010,,,,[53777570],[63561300],1s.2p,3P*,1,1s.3d,3D,1,,,L11926,
Fe,20,10.222,0.010,10.222,0.003,,,,260270,10043000,2s2.2p3,2P*,1/2,2s2.2p2.(3P).4d,2D,3/2,,,L19066,
Fe,25,,,10.222,0.010,,,,[53777570],[63560700],1s.2p,3P*,1,1s.3d,3D,2,,,L11926,
Fe,17,10.320,0.003,10.320,0.005,2,,,0,9690000,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).8d,2[3/2]*,1,,,L4008,
Fe,18,10.33,0.10,10.331,0.005,,,,0,9680000,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5d,2P,3/2,,,L4409,
Fe,18,10.33,0.10,10.331,0.005,,,,0,9680000,2s2.2p5,2P*,3/2,2s2.2p4.(1D).5d,2F,5/2,,,L4409,
Fe,25,,,10.333,0.010,,,,[53896600],[63574200],1s.2p,3P*,2,1s.3d,3D,3,,,L11926,
Fe,25,,,10.348,0.010,,,,[53896600],[63560700],1s.2p,3P*,2,1s.3d,3D,2,,,L11926,
Fe,25,,,10.369,0.010,,8.7E+11,B,[53777570],[63421700],1s.2p,3P*,1,1s.3s,3S,1,,T3221,,
Fe,17,10.386,0.003,10.386,0.005,1,,,0,9628000,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).7d,2[3/2]*,1,,,L4008,
Fe,18,10.41,0.10,10.406,0.005,,,,0,9610000,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,2F,5/2,,,L4409,
Fe,18,10.44,0.10,10.441,0.005,,,,102579,9680000,2s2.2p5,2P*,1/2,2s2.2p4.(1D).5d,2D,3/2,,,L4409,
Fe,18,10.44,0.10,10.441,0.005,,,,102579,9680000,2s2.2p5,2P*,1/2,2s2.2p4.(1D).5d,2P,1/2,,,L4409,
Fe,18,10.48,0.10,10.485,0.005,,,,102579,9640000,2s2.2p5,2P*,1/2,2s2.2p4.(3P).5d,2P,3/2,,,L4409,
Fe,25,,,10.489,0.010,,2.5E+13,C+,[54042490],[63576500],1s.2p,1P*,1,1s.3d,1D,2,,T5298,L11926,
Fe,25,,,10.499,0.010,,,,[53896600],[63421700],1s.2p,3P*,2,1s.3s,3S,1,,,L11926,
Fe,17,10.500,0.003,10.500,0.005,3,,,0,9524000,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).7d,2[3/2]*,1,,,L4008,
Fe,18,10.51,0.10,10.515,0.006,,,,0,9510000,2s2.2p5,2P*,3/2,2s2.2p4.(3P).5d,2D,5/2,,,L4409,
Fe,17,10.550,0.003,10.550,0.005,2,,,0,9479000,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).7s,"(3/2,1/2)*",1,,,L4008,
Fe,19,10.564,0.010,10.564,0.003,35,,,89441,9556000,2s2.2p4,3P,1,2s2.2p3.(2P*<3/2>).4d,"(3/2,3/2)*",1,,,L5090,
Fe,25,,,10.586,0.010,,2.5E+12,B,[54042490],[63489000],1s.2p,1P*,1,1s.3s,1S,0,,T3221,,
Fe,19,10.617,0.010,10.617,0.003,25,,,75250,9494000,2s2.2p4,3P,0,2s2.2p3.(2P*<1/2>).4d,"(1/2,3/2)*",1,,,L5090,
Fe,24,10.619,0.010,10.619,0.003,,7.28E+12,B+,0,9417100,1s2.2s,2S,1/2,1s2.3p,2P*,3/2,,"T2866,T2983u9",L11369,
Fe,19,10.635,0.010,10.635,0.003,40,,,0,9403000,2s2.2p4,3P,2,2s2.2p3.(2D*<5/2>).4d,"(5/2,3/2)*",1,,,L5090,
Fe,19,10.635,0.010,10.635,0.003,40,,,89441,9492000,2s2.2p4,3P,1,2s2.2p3.(2P*<1/2>).4d,"(1/2,5/2)*",2,,,L5090,
Fe,19,10.644,0.010,10.644,0.003,35,,,0,9395000,2s2.2p4,3P,2,2s2.2p3.(2D*<5/2>).4d,"(5/2,3/2)*",2,,,L5090,
Fe,17,10.658,0.005,10.658,0.005,3,,,0,9383000,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).6d,2[3/2]*,1,,,L5090,
Fe,19,10.658,0.010,10.658,0.003,35,,,0,9383000,2s2.2p4,3P,2,2s2.2p3.(2D*<5/2>).4d,"(5/2,3/2)*",3,,,L5090,
Fe,19,10.658,0.010,10.657,0.003,35,,,168852,9552000,2s2.2p4,1D,2,2s2.2p3.(2P*<3/2>).4d,"(3/2,3/2)*",3,,,L5090,
Fe,24,10.663,0.010,10.663,0.003,,7.51E+12,B+,0,9378200,1s2.2s,2S,1/2,1s2.3p,2P*,1/2,,"T2866,T2983u9",L11369,
Fe,19,10.685,0.010,10.685,0.003,25,,,0,9359000,2s2.2p4,3P,2,2s2.2p3.(2D*<3/2>).4d,"(3/2,3/2)*",3,,,L5090,
Fe,19,10.736,0.010,10.736,0.003,20,,,168852,9483000,2s2.2p4,1D,2,2s2.2p3.(2P*<1/2>).4d,"(1/2,5/2)*",3,,,L5090,
Fe,17,10.770,0.005,10.770,0.005,6,,,0,9285000,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).6d,2[3/2]*,1,,,L5090,
Fe,19,10.770,0.010,10.771,0.003,35,,,89441,9374000,2s2.2p4,3P,1,2s2.2p3.(2D*<3/2>).4d,"(3/2,5/2)*",2,,,L5090,
Fe,23,,,10.793,0.010,,2.2E+11,D,379125,9644000,1s2.2s.2p,3P*,1,1s2.2p.3p,3P,2,,T4591,,
Fe,19,10.813,0.010,10.820,0.004,55,,,0,9242000,2s2.2p4,3P,2,2s2.2p3.(4S*<3/2>).4d,"(3/2,5/2)*",2,,,L5090,
Fe,19,10.813,0.010,10.813,0.004,55,,,0,9248000,2s2.2p4,3P,2,2s2.2p3.(4S*<3/2>).4d,"(3/2,5/2)*",3,,,L5090,
Fe,19,10.813,0.010,10.813,0.004,55,,,168852,9417000,2s2.2p4,1D,2,2s2.2p3.(2D*<5/2>).4d,"(5/2,5/2)*",3,,,L5090,
Fe,19,10.813,0.010,10.813,0.004,55,,,168852,9417000,2s2.2p4,1D,2,2s2.2p3.(2D*<5/2>).4d,"(5/2,5/2)*",2,,,L5090,
Fe,19,10.813,0.010,10.813,0.004,55,,,325140,9573000,2s2.2p4,1S,0,2s2.2p3.(2P*<3/2>).4d,"(3/2,5/2)*",1,,,L5090,
Fe,17,10.851,0.003,10.851,0.005,1,,,0,9216000,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).6s,"(3/2,1/2)*",1,,,L4008,
Fe,23,10.903,0.010,10.902,0.006,,5.3E+12,C,471780,9644000,1s2.2s.2p,3P*,2,1s2.2p.3p,3P,2,,T4591,L4776,
Fe,19,10.907,0.010,10.907,0.004,,,,75250,9244000,2s2.2p4,3P,0,2s2.2p3.(4S*<3/2>).4d,"(3/2,5/2)*",1,,,L5090,
Fe,23,10.927,0.010,10.926,0.006,,6E+12,C,471780,9624000,1s2.2s.2p,3P*,2,1s2.2p.3p,3D,3,,T4591,L4776,
Fe,19,10.933,0.010,10.926,0.004,25,,,89441,9242000,2s2.2p4,3P,1,2s2.2p3.(4S*<3/2>).4d,"(3/2,5/2)*",2,,,L5090,
Fe,23,10.935,0.010,10.935,0.006,,5.4E+12,C,379125,9524000,1s2.2s.2p,3P*,1,1s2.2p.3p,3D,2,,T4591,L4776,
Fe,23,10.980,0.010,10.981,0.006,,7.9E+12,C,0,9107000,1s2.2s2,1S,0,1s2.2s.3p,1P*,1,,T4591,L4776,
Fe,23,,,10.981,0.010,,1.5E+12,D,348180,9455000,1s2.2s.2p,3P*,0,1s2.2p.3p,3D,1,,T4591,,
Fe,23,11.018,0.010,11.018,0.006,,4.9E+12,C,0,9076000,1s2.2s2,1S,0,1s2.2s.3p,3P*,1,,T4591,L4776,
Fe,23,,,11.018,0.010,,2.7E+12,D,379125,9455000,1s2.2s.2p,3P*,1,1s2.2p.3p,3D,1,,T4591,,
Fe,17,11.023,0.005,11.023,0.005,,2.1E+12,D,0,9072000,2s2.2p6,1S,0,2s.2p6.4p,1P*,1,,T2774,L5090,
Fe,24,11.030,0.010,11.0290,0.0021,,1.84E+13,B,391983,9459000,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,,T2866,L11369,
Fe,17,11.043,0.005,11.042,0.005,,2.9E+11,E,0,9056000,2s2.2p6,1S,0,2s.2p6.4p,3P*,1,,T2774,L5090,
Fe,23,,,11.047,0.010,,1.9E+11,D,471780,9524000,1s2.2s.2p,3P*,2,1s2.2p.3p,3D,2,,T4591,,
Fe,17,11.133,0.005,11.133,0.005,8,,,0,8982000,2s2.2p6,1S,0,2s2.2p5.5d,1P*,1,,,L5090,
Fe,23,11.166,0.010,11.165,0.006,,6.7E+12,C,752410,9709000,1s2.2s.2p,1P*,1,1s2.2p.3p,1D,2,,T4591,L4776,
Fe,24,11.171,0.010,11.171,0.003,,2.18E+13,B,520757,9472600,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,,T2866,L11369,
Fe,24,11.187,0.010,11.1879,0.0021,,3.6E+12,B,520757,9459000,1s2.2p,2P*,3/2,1s2.3d,2D,3/2,,T2866,L11369,
Fe,23,,,11.247,0.010,,2.1E+12,D,752410,9644000,1s2.2s.2p,1P*,1,1s2.2p.3p,3P,2,,T4591,,
Fe,17,11.253,0.005,11.252,0.005,7,,,0,8887000,2s2.2p6,1S,0,2s2.2p5.5d,3D*,1,,,L5090,
Fe,18,11.253,0.010,11.253,0.004,45,,,102579,8989200,2s2.2p5,2P*,1/2,2s2.2p4.(1S<0>).4d,"(0,3/2)",3/2,,,L5090,
Fe,24,11.261,0.010,11.2606,0.0022,,7.9E+11,D,391983,9272500,1s2.2p,2P*,1/2,1s2.3s,2S,1/2,,T3629,L11369,
Fe,17,11.287,0.005,11.287,0.005,2,,,0,8860000,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).5s,"(1/2,1/2)*",1,,,L5090,
Fe,23,11.298,0.010,11.298,0.006,,1.3E+13,C,348180,9199000,1s2.2s.2p,3P*,0,1s2.2s.3d,3D,1,,T4591,L4776,
Fe,23,11.325,0.010,11.325,0.006,,1.7E+13,C,379125,9209000,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,2,,T4591,L4776,
Fe,18,11.326,0.010,11.326,0.004,55,,,0,8829200,2s2.2p5,2P*,3/2,2s2.2p4.(1D<2>).4d,"(2,3/2)",5/2,,,L5090,
Fe,18,11.326,0.010,11.326,0.004,55,,,0,8829200,2s2.2p5,2P*,3/2,2s2.2p4.(1D<2>).4d,"(2,5/2)",5/2,,,L5090,
Fe,18,11.326,0.010,11.326,0.004,55,,,0,8829200,2s2.2p5,2P*,3/2,2s2.2p4.(1D<2>).4d,"(2,3/2)",1/2,,,L5090,
Fe,18,11.326,0.010,11.326,0.004,55,,,0,8829200,2s2.2p5,2P*,3/2,2s2.2p4.(1D<2>).4d,"(2,5/2)",3/2,,,L5090,
Fe,23,,,11.338,0.010,,9.3E+12,C,379125,9199000,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,1,,T4591,,
Fe,23,,,11.398,0.010,,1.7E+12,D,752410,9526000,1s2.2s.2p,1P*,1,1s2.2p.3p,1P,1,,T5298,L11926,
Fe,17,11.420,0.003,11.419,0.006,3,,,0,8757000,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).5s,"(3/2,1/2)*",1,,,L4008,
Fe,18,11.420,0.010,11.420,0.004,,,,0,8756600,2s2.2p5,2P*,3/2,2s2.2p4.(3P<1>).4d,"(1,5/2)",5/2,,,L5090,
Fe,24,11.426,0.010,11.4263,0.0022,,1.8E+12,C,520757,9272500,1s2.2p,2P*,3/2,1s2.3s,2S,1/2,,T3629,L11369,
Fe,18,11.440,0.010,11.440,0.004,50,,,102579,8843900,2s2.2p5,2P*,1/2,2s2.2p4.(1D<2>).4d,"(2,3/2)",3/2,,,L5090,
Fe,18,11.440,0.010,11.440,0.004,50,,,102579,8843900,2s2.2p5,2P*,1/2,2s2.2p4.(1D<2>).4d,"(2,5/2)",1/2,,,L5090,
Fe,23,11.442,0.010,11.441,0.007,,2.2E+13,C,471780,9212000,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,3,,T4591,L4776,
Fe,18,11.442,0.010,11.416,0.004,,,,0,8759900,2s2.2p5,2P*,3/2,2s2.2p4.(3P<1>).4d,"(1,5/2)",3/2,,,L4776,
Fe,22,11.442,0.010,11.442,0.005,,,,0,8740000,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2D,3/2,,,L4776,
Fe,23,,,11.445,0.010,,5.6E+12,C,471780,9209000,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,2,,T4591,,
Fe,18,11.458,0.010,11.458,0.004,30,,,0,8727500,2s2.2p5,2P*,3/2,2s2.2p4.(3P<0>).4d,"(0,5/2)",5/2,,,L5090,
